County,Date,pH,Mg,Cu,Co
Leitrim,July 1980,10.2959466913,0.2709261624,0.0613745139,0.9660604119
Leitrim,February 2018,0.7241969497,0.3355382615,0.0026421537,3.522361753
Limerick,January 1984,11.5173653967,0.5883613902,0.0537235502,0.7583383704
Limerick,August 1999,4.07764904,0.9808479033,0.0056169957,3.6466146329
Limerick,October 2000,0.7200667562,1.3657176037,0.0703099822,3.4872105212
Limerick,June 2018,8.2001477191,0.304465103,0.0706375203,2.7406951738
Limerick,April 2018,6.9621511777,1.2695912165,0.0579652295,3.2518602973
Limerick,April 1987,8.6222494732,0.5899167365,0.0084591099,3.4459237308
Limerick,March 1980,7.5689900995,0.2424652678,0.0414041253,2.5134226411
Limerick,February 2012,2.4934214144,0.1204152751,0.086774774,0.0371825839
Limerick,October 1976,1.615554078,1.018577439,0.0140912983,1.6056205333
Limerick,October 1999,6.188841334,0.4711983409,0.008856204,1.1965895832
Limerick,October 1975,9.2295581441,0.3351944893,0.0573000499,3.4814194532
Limerick,October 1987,9.344688665,0.2184358712,0.0991084704,0.5272810466
Limerick,January 1987,5.5267159761,0.0250504326,0.0081075976,2.9018541353
Limerick,February 1980,10.2201904035,0.3446777333,0.0538897752,4.3305211359
Limerick,June 1978,9.174469771,1.481283016,0.0727299244,0.4538873518
Limerick,March 1982,1.5105127301,0.0316856486,0.0018398329,3.6123045643
Limerick,March 2003,9.3281989848,0.245757645,0.0315618944,3.0279820911
Limerick,November 1986,13.3978574173,0.9141338139,0.0082933741,3.4858592015
Limerick,July 1978,4.6061422935,1.1788045188,0.0911273553,4.4689045451
Limerick,August 1971,4.0031855236,0.2392429964,0.0318122007,0.6169193523
Limerick,October 2003,2.6455900054,0.5470696715,0.0665443241,4.4587295231
Limerick,June 1985,11.1898918578,0.3217527581,0.048115314,3.8389868655
Limerick,June 1999,5.5912487772,0.5560367112,0.0545322156,2.3121117523
Limerick,March 1983,10.9099022559,0.6574515615,0.0310423532,0.5505545876
Limerick,October 2017,1.3525674923,1.255337239,0.0646061612,4.8662421807
Limerick,September 1972,11.7582039564,0.2873693014,0.0005896873,2.1284567481
Limerick,March 1993,0.0132822481,1.3062277771,0.0004525289,4.8730948491
Limerick,February 1998,4.1960758143,0.3875462299,0.0871651674,3.4431869705
Limerick,June 1984,11.9834595696,0.9753283684,0.0579795705,4.3830339189
Limerick,December 2011,13.8814720593,0.6774364764,0.0319279037,0.2802747519
Limerick,March 2013,0.91596916,1.007859847,0.095545944,2.0387123632
Limerick,October 1985,4.2863203835,0.9984401102,0.0094401625,1.8972654682
Limerick,January 1980,10.3329056395,0.5717918249,0.0742936622,1.8783470176
Limerick,January 1993,12.4217972273,0.5732573978,0.0275516413,1.2352339573
Louth,October 1998,9.947505163,0.5067960119,0.0063454462,3.4981557805
Louth,March 1985,5.8267889924,0.1806779926,0.0136688616,4.7791822062
Louth,February 1992,8.9399580291,1.0923969914,0.0699290892,4.5215929883
Louth,March 2005,9.645952519,0.0447135159,0.0707784435,3.1722952273
Louth,November 1977,3.4050302048,0.1086606297,0.0565875469,3.5982453415
Louth,January 1986,0.1954802588,0.1730346422,0.0496343968,2.0924058944
Louth,March 1989,9.4846958428,0.68081282,0.0606773261,1.4811446314
Louth,October 1984,1.4249448484,1.2584770712,0.057290738,1.7006264138
Louth,December 2005,3.294718632,0.1685921808,0.0478423384,0.2585625271
Louth,October 1993,3.451197756,1.0436907729,0.0419015505,1.7019172969
Louth,March 1985,5.6936051938,0.8148771797,0.0530789992,3.7210067676
Louth,October 2008,13.2741196253,1.4994715502,0.0962439185,0.1921445598
Louth,April 1992,3.1213572123,0.507777504,0.0934217597,2.1452153097
Louth,July 2015,2.1959718402,0.1294439851,0.0995495343,1.411446616
Louth,June 1984,10.9174838036,1.1699778732,0.0202504204,3.6937657526
Louth,January 1970,10.5530230606,0.0105159102,0.0131209377,2.4175043075
Louth,June 1983,2.3198905261,0.0327948842,0.002307305,0.994996974
Louth,February 1996,2.8261288227,1.1739242776,0.0428714462,1.3484849561
Louth,August 2008,9.7107755685,1.2667728909,0.0791468789,2.9436930022
Louth,June 1991,12.2628931559,0.298631802,0.0367924541,3.1633049717
Louth,February 2008,3.5141486305,1.3725730389,0.0472646506,0.6559515896
Louth,January 1990,6.8062691338,1.2755167607,0.0379480072,2.3817626725
Louth,April 2014,6.9003359295,0.929908901,0.0394445428,4.254724416
Louth,March 2014,4.5759965449,0.4047403022,0.0288195855,3.9878970763
Louth,June 2001,4.150580536,0.4270846925,0.0771038952,3.5372892826
Louth,October 2006,6.8847538874,1.1640222712,0.0649640434,2.9030786311
Louth,June 1975,6.5325943524,0.2519551147,0.0653158222,4.638743314
Louth,August 1994,6.7848581784,1.4656682698,0.0783223677,2.6888063166
Louth,September 1976,9.3643646001,0.3363046906,0.0562515041,2.839329553
Louth,December 2015,1.647487625,0.2511093944,0.0949505183,4.2612035239
Louth,July 2015,8.0750302893,1.3052288832,0.0136551845,1.1690588571
Louth,December 1981,6.5747848763,0.0231214154,0.0233641668,2.5598366137
Louth,October 2018,2.8185525836,0.1060228599,0.042021201,1.5376668093
Louth,November 2017,9.4244502225,0.3258523134,0.0188366067,0.0368239425
Mayo,September 1983,0.8861678692,0.6349716622,0.0282225584,4.0546896045
Mayo,October 1998,6.3477498386,0.7816308524,0.0578358418,2.6608488248
Mayo,October 2003,1.3184945101,1.0684952169,0.0494309613,0.2845790935
Mayo,July 1980,13.4450092746,1.1038015586,0.0770972758,1.988852793
Mayo,August 1979,10.303228206,0.3308842282,0.0284379119,4.9621491291
Mayo,August 2006,7.8378675598,1.3786382766,0.0992689521,3.5276886282
Mayo,March 1991,13.836951446,0.3036170589,0.0569192972,4.2023638978
Mayo,July 1992,11.1327336664,0.5333527715,0.0635063575,0.4978298613
Mayo,January 1979,13.3754345694,1.0696540442,0.0765229839,2.126012719
Mayo,March 2008,5.605506137,0.6469906367,0.0844775075,4.5987772241
Mayo,March 1998,6.0582460044,0.8627990581,0.0450434663,3.2740191386
Mayo,July 2009,3.8545388337,0.6884761924,0.0126402561,4.2068718564
Mayo,March 1983,1.2290030861,1.1302538337,0.056032624,4.8379151193
Mayo,March 2003,10.6746198353,1.3600563442,0.0821446345,0.2645719533
Mayo,April 2010,10.6211450994,0.2659628131,0.062592968,2.381964595
Mayo,December 2012,3.5848560266,0.5513892552,0.0428949245,2.8538801493
Mayo,March 1987,10.8609402758,0.3995209552,0.0055179517,1.2351700942
Mayo,April 1971,7.0010991759,0.8507049736,0.0581797916,0.7934744135
Mayo,March 1987,4.8023017498,0.6638114241,0.0250172341,3.7891682613
Mayo,March 1990,5.1189766615,1.1951689341,0.0905975855,2.5009001659
Mayo,February 2000,2.857515812,0.477133695,0.0765187216,4.5514262793
Mayo,September 1978,13.2029341633,0.6635946631,0.0435511049,0.2331852356
Mayo,January 1984,10.9670530028,0.4769666451,0.0511100598,2.4364233817
Mayo,June 1976,9.9787914545,0.4438437798,0.0962877876,4.8769230975
Mayo,December 1989,11.2502287492,0.7136666186,0.0442769974,3.9091834327
Mayo,January 1988,7.5999894798,0.8227539737,0.0973957914,4.1597011712
Mayo,January 2011,0.271021733,0.5730568789,0.0084042643,4.229206944
Mayo,February 1975,6.7679834053,1.1874229874,0.0224013169,4.8113362007
Mayo,December 1987,0.2330239176,0.2960271647,0.024169516,0.0125631443
Mayo,April 2015,4.632321188,1.4850517728,0.0328675134,3.4667856789
Mayo,July 1994,2.2083026011,0.257682165,0.0069918608,0.46242843
Mayo,March 2004,4.6236010202,0.5767259109,0.0677237919,4.8163225787
Mayo,August 1977,11.3923992995,0.2722833381,0.0573066067,0.4722771648
Mayo,January 1976,12.2249164916,0.1054144626,0.0451217933,2.0364196152
Meath,August 1983,6.9243450053,0.7737489745,0.0726230134,4.9190382968
Meath,February 1985,11.2494087605,1.0338706011,0.081239915,2.0990321121
Meath,December 1997,0.3543798686,0.8540360719,0.0388481424,2.9641306891
Meath,March 2016,10.4431666897,0.5192370894,0.041970415,4.2618892284
Meath,July 2013,11.0677316183,0.9525373508,0.0216007234,4.5561773948
Meath,March 2017,12.3925988714,1.0292900425,0.0862505144,2.2316411485
Meath,February 1970,5.1584448736,0.3165391128,0.0502900469,3.3590021639
Meath,September 1996,10.1381977717,0.1292853604,0.0487581692,0.9417043457
Meath,November 1982,1.5990895082,1.3314389427,0.0900655355,3.4605074261
Meath,March 1982,7.3387941406,0.592496522,0.0312627202,3.018302049
Meath,November 1987,3.0823987718,0.4316247189,0.0638680368,4.4359890608
Meath,March 1981,10.9700875784,0.6171038058,0.041338549,4.7967466891
Meath,October 1996,3.4666996518,1.3190848953,0.0682497566,2.4790908585
Meath,August 1972,11.7828530107,1.3446264299,0.0146825807,0.4937704891
Meath,August 2000,9.9235491382,0.0051625062,0.039903161,2.2001448161
Meath,October 1993,0.1431736362,0.9630509457,0.0466665978,2.3366751628
Meath,February 2001,2.7717589013,1.049439961,0.0059408351,0.671036148
Meath,March 1981,7.8290492743,0.5062270269,0.0131478358,1.4118770983
Meath,March 1975,2.2075241647,1.2812426926,0.0686065373,2.2054895835
Meath,March 1982,9.9049996978,0.4494380008,0.0221440917,3.1627247644
Meath,April 1991,7.20565685,1.4371040948,0.0894420807,1.9725615824
Meath,March 1989,11.8857868925,0.3830856859,0.0223411507,0.2622154347
Meath,November 1984,1.4233839014,0.2502178984,0.0677013292,1.3326484865
Meath,November 1998,5.3432368545,0.6614707822,0.0248001461,4.8600342029
Meath,March 1971,11.3760699657,0.5580356129,0.0219240492,2.7800925722
Meath,February 1971,3.6034839563,0.9784375639,0.0637907072,0.822336857
Meath,June 1992,2.1249002663,0.365280655,0.0187332677,3.1575329022
Meath,June 1994,5.5664321647,0.3885023025,0.0655310968,3.0098539858
Meath,January 1972,2.6671811879,0.4892268823,0.056556853,2.9131056613
Meath,March 1977,8.7617334165,0.1672921267,0.024552256,3.3492912191
Meath,July 2014,9.015517776,0.8767154198,0.0440760826,1.9287226256
Meath,January 2009,7.2197569382,1.0352308954,0.0022103646,3.0421141489
Meath,April 1975,10.378817495,0.8574096165,0.0668592667,1.2235700204
Meath,December 2009,4.8631249129,1.3501007957,0.0333554964,2.9452553648
Offaly,December 2017,3.3331057263,0.8119267621,0.0768155824,3.063396318
Offaly,December 2005,7.9887741027,1.1325276139,0.0155096489,1.7397529542
Offaly,July 1987,2.5414610977,0.9827526333,0.0080591279,4.9305409085
Offaly,January 1973,6.0545332557,0.3305613996,0.0011443256,1.242632095
Offaly,February 2010,3.8325987419,0.4349816421,0.0099385226,4.1679838655
Offaly,June 2015,12.1433284751,0.2827608222,0.0034577415,4.757241025
Offaly,July 1977,2.4838018287,1.2563509451,0.026635018,4.5886011082
Offaly,June 1997,11.6424395554,0.7859455784,0.0638702486,2.6245872873
Offaly,March 2016,0.9643162358,0.9711685472,0.021685686,1.0522637399
Offaly,October 2012,5.3052290404,0.8362260662,0.0806953303,2.7985543279
Offaly,September 2001,10.1729925373,1.0323366885,0.0172377173,4.8720001258
Offaly,June 1975,11.568412925,0.5457383344,0.0426908358,1.1852535806
Offaly,October 1996,7.4823857947,1.2610135998,0.0415271393,3.7890255392
Offaly,March 1975,13.3419807356,0.96909572,0.038504203,4.6175949897
Offaly,June 1994,12.3216379222,0.7160709505,0.0603955065,3.8611174946
Offaly,February 1991,6.7722872469,0.5659204,0.0638537853,3.2579041323
Offaly,July 1972,3.8878832438,0.0940998055,0.0344513544,3.4929021311
Offaly,June 1998,8.9072738198,0.1803804095,0.0503312669,1.812970138
Offaly,January 2002,1.2698503507,1.2790037687,0.0739452346,0.3126579256
Offaly,March 2016,10.3366633479,0.4757537797,0.0592168762,3.5353463686
Offaly,October 1995,11.195378472,0.7112258512,0.0468799626,4.8982387961
Offaly,October 2010,0.4421688048,0.1389689921,0.0275564377,0.7548475539
Offaly,December 2012,2.685114292,0.0662018232,0.033708499,2.0267730316
Offaly,September 2014,8.9213011453,0.5300291997,0.0591431355,1.1756660363
Offaly,October 1992,0.4769558637,1.1736488399,0.0089255929,1.9482942613
Offaly,January 2016,7.7591526734,0.5419303628,0.0203646408,4.787039149
Offaly,February 2011,2.633815325,1.1145757158,0.0771619131,2.0910789819
Offaly,April 2013,2.1692036919,0.5728828192,0.0829369255,1.933892575
Offaly,December 2002,13.481079498,0.9698099644,0.0642157563,0.2637077311
Offaly,October 2004,2.6909336482,1.4025667056,0.0465728526,2.1858814797
Offaly,February 1983,11.0485174963,1.3114360936,0.0858032147,3.4078666035
Offaly,January 1982,1.7434436369,0.972181404,0.0169579922,4.8140823424
Offaly,June 1978,3.0027978735,0.1544313209,0.0569729054,4.5711858572
Offaly,September 2012,12.0264973905,1.3107379394,0.0357492085,4.0488667499
Roscommon,January 2008,3.1709892758,0.1910997448,0.0374653771,3.0694837119
Roscommon,June 2004,11.8787647301,0.8401893648,0.0913652319,4.2768746211
Roscommon,June 2009,12.8734089374,0.3528790711,0.0489487958,4.8498786039
Roscommon,July 2007,12.9465469319,1.3850416823,0.0570473309,3.4184171694
Roscommon,June 2011,11.144235935,1.3430434628,0.0970337248,4.841645858
Roscommon,April 1973,9.3789907101,0.8342427882,0.0990660893,3.9219206442
Roscommon,June 2002,11.1787953876,0.6175990067,0.0482212228,4.3796545599
Roscommon,April 1970,10.7815375612,0.3769729521,0.0630899079,2.0872547918
Roscommon,March 1978,9.3067969325,0.2191023384,0.0123270805,4.191056745
Roscommon,September 2000,9.5325843078,1.1226561099,0.0530964486,4.7364942336
Roscommon,January 1974,6.5024330081,1.3660448538,0.0482097901,0.2795728547
Roscommon,April 2012,2.1234792722,0.4444819825,0.0023952179,0.8751866622
Roscommon,March 1980,4.0156026659,1.045526223,0.0298855054,1.0263258739
Roscommon,October 1999,0.8781998795,1.3599527099,0.0336650132,0.4922965629
Roscommon,October 2009,13.3107820065,0.4205154737,0.0467426785,0.3547668305
Roscommon,April 2009,3.5716804969,1.1947136231,0.0036968009,4.9223475904
Roscommon,April 1996,13.1668857262,0.4876722082,0.0389265688,0.9205877499
Roscommon,January 2003,9.3148869748,1.3993951345,0.0226966959,3.7584621874
Roscommon,August 1997,3.1798608568,0.3420073691,0.0492920265,1.3598445877
Roscommon,July 2016,13.5055744336,0.7638523437,0.0454827816,0.1855579769
Roscommon,April 1979,10.9321793837,0.5000899154,0.039948731,0.0588656952
Roscommon,November 1972,7.3730054106,0.870975919,0.0816347381,4.4692285917
Roscommon,October 2001,12.9182843357,0.5040899543,0.0554581258,0.3049728253
Roscommon,February 2007,10.8806117923,0.5960275907,0.065028391,1.2164598391
Roscommon,July 1982,7.5373392488,0.8089974893,0.0929560892,1.1019328012
Roscommon,March 2000,3.5174738117,0.214122877,0.0140433059,4.5644748685
Roscommon,April 1993,2.1933032771,1.1682800983,0.0685224607,3.4483122285
Roscommon,March 1979,4.9760935962,0.2149744785,0.0159938922,0.3416654407
Roscommon,April 2003,6.855819847,0.6945280181,0.0069469974,1.2277688671
Roscommon,January 1986,0.7684215399,1.2423857501,0.0971496891,3.9003029353
Roscommon,June 1993,9.6362777528,1.4918535963,0.0222102135,1.5287654287
Roscommon,January 1994,0.0711050771,0.4745812902,0.0916055846,2.6714495404
Roscommon,October 2002,12.3747681565,0.4424170145,0.015088726,2.2600765486
Roscommon,July 1976,5.5029607672,0.9766312747,0.018666544,4.0428503593
Sligo,June 1998,12.3273119935,1.4217002634,0.0195964997,0.5378874332
Sligo,March 2012,12.7762630988,0.727874714,0.0571548635,4.9853882097
Sligo,April 2016,6.434417235,0.7199255154,0.0404225368,4.21032588
Sligo,October 1977,9.689495372,1.4891923064,0.0742375536,3.3179010537
Sligo,October 1991,11.0086575059,0.8099670849,0.0911303118,1.043862294
Sligo,April 1981,10.658857796,0.0864687863,0.0264989933,0.5499827511
Sligo,March 1978,8.798694609,0.0073136322,0.0073498284,4.4191541368
Sligo,February 1977,7.9382228082,0.0697920396,0.0242418053,2.9509219325
Sligo,January 2004,3.516208777,0.053544583,0.0722694213,2.9298637935
Sligo,March 2009,9.1296791334,0.6929420329,0.0756609775,0.5368770335
Sligo,July 1986,10.5602542712,0.8677855989,0.0565602634,0.5542177758
Sligo,November 1991,3.8051167896,0.2839463536,0.0877942648,1.9110182132
Sligo,March 2002,10.1236372823,0.6758465943,0.0275917794,1.0740809267
Sligo,October 1986,12.7756030354,0.7317578668,0.067759483,2.7393970381
Sligo,December 1979,1.0684755883,1.2464799022,0.0054801633,4.4745575635
Sligo,October 1981,0.4207896656,0.3319219292,0.0815625126,2.4217381136
Sligo,March 2018,11.3826999442,0.9001961649,0.0219162204,2.233608453
Sligo,September 1987,9.5840613961,0.7688472271,0.0350682389,1.8858838894
Sligo,August 1996,13.0659340573,0.8478125552,0.0545407981,2.2683292297
Sligo,March 2011,11.5841417741,0.1215032806,0.003665771,3.6090180782
Sligo,April 2015,7.7059683798,0.1593178965,0.0467712843,2.4337334729
Sligo,February 1995,4.6588348498,1.0498410679,0.0583866445,4.0243523003
Sligo,June 1996,2.2780585483,1.3331532419,0.0877146861,4.1400059405
Sligo,January 2007,1.958050483,1.2676712165,0.092772568,4.6642391307
Sligo,June 1979,4.114662766,1.0313751684,0.0739250139,4.1947467382
Sligo,December 2004,5.4113649348,0.5637662091,0.0304928472,0.3974737656
Sligo,November 1988,10.355942948,0.7507342595,0.0708284813,1.609237793
Sligo,March 1996,9.4548250152,1.1663441962,0.0852529991,2.982675382
Sligo,July 1972,4.1534338891,0.0923165952,0.0113353964,4.4985805177
Sligo,July 2003,2.1042512856,1.326676789,0.0416749181,0.5975773413
Sligo,March 1986,9.9001765225,1.0600515395,0.0372416115,2.5553701922
Sligo,January 2005,0.3965821115,0.6464287154,0.0431897988,0.1049996166
Sligo,December 2007,4.1666516914,0.8867045966,0.0073399105,4.3857245023
Sligo,January 1993,8.4154116009,0.5227173074,0.0474262512,3.0154100777
Tipperrary,January 1991,3.829966552,0.8165719406,0.0683201175,0.7179201421
Tipperrary,March 1976,5.3449929095,1.2304680641,0.0140082809,1.7792812189
Tipperrary,October 2014,7.1060805006,0.463190039,0.0288474558,4.5443974012
Tipperrary,April 2011,1.0827173259,1.214055662,0.0602164789,3.4166596694
Tipperrary,January 1972,2.786017252,0.2888064814,0.0060457177,0.2325378514
Tipperrary,July 2017,7.7931620519,1.2991489097,0.0450713279,3.340083844
Tipperrary,August 2015,2.2818709564,0.0261238363,0.0469755372,2.6537299964
Tipperrary,July 2012,0.7614793558,1.2816857609,0.0909724274,1.1003896684
Tipperrary,March 2015,4.6264816376,1.3558557332,0.0506799464,2.3769426883
Tipperrary,January 1987,9.9276670584,0.2123860448,0.0669572133,3.977557526
Tipperrary,December 1972,5.8787613012,1.0328217238,0.0285835387,0.1057054418
Tipperrary,October 1990,6.9861601014,0.6820842152,0.0983237022,2.4550088798
Tipperrary,December 1971,5.9151273172,0.1798576017,0.0500484396,0.9922024037
Tipperrary,December 1995,8.489825755,1.1887413021,0.0618708426,3.4206974424
Tipperrary,April 1972,0.5339956173,0.3063446949,0.0296974575,1.3806098589
Tipperrary,June 2003,9.1884009482,0.5812477632,0.095777559,4.6439493104
Tipperrary,April 1994,11.5424900269,1.3810529928,0.0949407535,3.3580550332
Tipperrary,December 2010,5.5787485399,0.7879843558,0.0327053838,1.1293605908
Tipperrary,August 1989,7.3685725521,0.335809426,0.065420618,3.2768498511
Tipperrary,March 2007,10.0621276196,0.0410672926,0.0631672723,2.2771853633
Tipperrary,December 2003,5.7157440591,0.9929558267,0.0732611741,2.9805263496
Tipperrary,January 1981,12.4593764536,1.0207663667,0.010693429,1.5274562494
Tipperrary,March 2012,1.5103909105,0.3215498275,0.0662474929,0.7952786665
Tipperrary,June 2008,0.5828565977,0.9550493528,0.0773088169,1.7179754475
Tipperrary,October 2007,5.9687961345,0.0823026395,0.0183522352,1.5947662951
Tipperrary,August 1993,5.113921388,0.2182638397,0.0948713737,3.6945439387
Tipperrary,October 1982,10.7130528951,0.0582459107,0.0690667514,4.9422188469
Tipperrary,September 1975,6.2325971252,1.1924831896,0.0546371237,4.3556485303
Tipperrary,December 1999,3.9248857847,1.4584470605,0.0725791801,2.0278886471
Tipperrary,March 2007,7.1295243323,0.5207394939,0.0351973741,3.6791585345
Tipperrary,June 2012,7.4909381516,0.8589641176,0.009181924,1.1208667109
Tipperrary,April 1990,4.9842197319,0.4706005103,0.016462287,0.1926139636
Tipperrary,June 2000,4.8436976936,1.3877699218,0.0599662544,4.4268626916
Tipperrary,October 1983,6.3930849222,1.1424371928,0.0577088727,1.2354679277
Waterford,September 1971,13.9094850959,0.7180731223,0.0207519462,2.382230831
Waterford,June 1992,1.6015018921,0.8854358855,0.0498864175,1.9370764545
Waterford,August 1988,12.2452418827,0.3412319797,0.0367898903,2.3984120276
Waterford,October 2006,4.1486412634,0.3134552319,0.025807392,3.7153699718
Waterford,March 2008,3.1269269772,0.659239602,0.0190479409,1.0137478038
Waterford,March 2011,7.8311523366,1.2126695225,0.0952342389,3.9889307163
Waterford,August 1982,11.4957441857,0.7563372307,0.007833257,2.7602132023
Waterford,January 1992,6.7738913861,0.0228423538,0.0043545264,1.2345998946
Waterford,February 1999,0.0608430886,0.5956479569,0.0610018535,0.5774952461
Waterford,June 2001,6.2790606169,0.4280666367,0.0355730015,0.7630662243
Waterford,June 1972,10.7947853255,0.0967084724,0.0573832632,4.2694020011
Waterford,April 1977,4.7356625436,0.3537756056,0.0576735052,2.8108886011
Waterford,September 1977,10.2145658811,1.1203533963,0.0447841425,2.279382123
Waterford,August 1986,9.7912047057,1.2458647573,0.0552932886,0.3943006705
Waterford,April 1971,10.41736386,0.6255543001,0.0011863863,1.1262528496
Waterford,August 2018,9.1744026677,1.1696405307,0.0221290599,3.8553885332
Waterford,August 1998,0.218460414,1.3193931357,0.0642873852,3.6988462561
Waterford,March 1991,2.824611888,0.9066773895,0.0201710746,3.8116045387
Waterford,April 1995,6.1669492593,1.4166917419,0.0626198141,2.7876368168
Waterford,March 1974,12.2586541746,0.9623453603,0.0800283667,3.7849072108
Waterford,July 2008,12.9954733001,0.9271258311,0.0600977178,2.7079047399
Waterford,March 2018,12.9804339166,0.4990431896,0.046394767,3.0210605055
Waterford,March 1986,5.1549965335,0.3257883631,0.0696001566,0.3848995904
Waterford,July 1971,3.1469567976,0.9186622033,0.0202963783,1.8902755155
Waterford,August 1974,10.7327994604,1.3794909311,0.0714136892,2.2869573764
Waterford,January 1997,7.6279509425,0.6967739078,0.0049916791,2.5799467181
Waterford,October 1979,0.8796390616,1.0226095508,0.0456067692,3.7358651016
Waterford,June 1991,2.414931006,0.4613203665,0.0608843421,3.7861565861
Waterford,January 1995,6.629916054,0.6342439863,0.0581985937,4.5811152292
Waterford,January 2018,13.9312875502,0.1775304759,0.0745257042,4.8889038113
Waterford,October 2010,1.2748649734,0.0389496669,0.0220425992,3.9686658491
Waterford,October 2015,1.9964924582,0.9557585204,0.0446955075,3.9798954113
Waterford,September 2002,4.1964869495,0.4221094085,0.0997373015,4.1191584733
Waterford,January 2014,2.3902878589,0.1105815778,0.0372118844,4.2087554268
Westmeath,April 2006,2.7667528972,0.0792829603,0.0332780197,2.4331645141
Westmeath,December 1993,13.4708079494,0.3627103766,0.0116988577,1.0448151253
Westmeath,August 1978,1.509146923,1.2448544944,0.0432870071,3.3243022371
Westmeath,January 1983,7.7000256732,0.7803092351,0.0077014119,4.8191491358
Westmeath,July 1978,11.8408181869,0.1262502892,0.0407829149,3.5698657123
Westmeath,February 2006,11.8866318348,1.3208536012,0.0017526641,1.7814723895
Westmeath,March 2007,8.815969153,0.9823475811,0.0518281801,2.2776996364
Westmeath,November 1992,1.8304935095,0.230831912,0.0102639234,3.1497376402
Westmeath,September 1984,1.4975017014,1.4565773808,0.0539612252,3.7465046815
Westmeath,March 1994,13.2131045947,1.0990397895,0.0644806988,1.3489686087
Westmeath,January 1985,11.7569478666,0.7980593724,0.0280660868,0.3398117774
Westmeath,February 1997,9.0642587757,0.7162372377,0.0793322825,2.6871941644
Westmeath,December 1986,0.1763731856,1.2506629213,0.0652945848,4.4255983925
Westmeath,March 1974,7.4805275297,1.0216224241,0.0915850757,3.6041821914
Westmeath,January 1983,11.5640466497,1.1798813091,0.0165286621,3.1647016228
Westmeath,October 1995,8.9134855125,0.5974928715,0.0691569274,1.0547699705
Westmeath,December 1990,7.6457807228,0.5352375884,0.0437032832,4.3760705869
Westmeath,July 1990,0.6086806428,1.0307551266,0.0971343536,0.0865622683
Westmeath,June 1988,11.6802523441,0.8009111907,0.083483614,2.2753811761
Westmeath,March 2006,0.4922788186,0.0868862723,0.0281724971,3.5230415612
Westmeath,June 1987,12.084485544,0.0516302382,0.0482643992,1.5414503824
Westmeath,March 1979,4.8435112,1.3970594107,0.057760259,1.7533284603
Westmeath,August 1995,10.8381581531,0.9273989228,0.0374152908,4.2754576925
Westmeath,June 1986,10.9148650978,0.2653610449,0.0532216447,4.4675112693
Westmeath,November 1971,1.8804388541,0.6380999079,0.0979001706,4.3342156792
Westmeath,March 2009,13.0032724628,0.641223068,0.0986155372,4.9585159151
Westmeath,June 1982,9.4421778211,0.3952042625,0.0215181618,0.0951252986
Westmeath,March 1995,3.3663652172,0.6139397575,0.0673620795,3.7793090883
Westmeath,December 2011,0.873885192,1.3725593199,0.0736618342,0.2299472255
Westmeath,March 2003,3.0261643462,0.7306545387,0.0834968976,0.236125951
Westmeath,April 1976,12.8375568145,0.5304904593,0.0235020535,1.7676156213
Westmeath,April 2004,8.3279869651,0.9841396051,0.0551208923,0.4873141512
Westmeath,October 2011,9.834022815,1.3089755542,0.0058692622,0.8204509409
Westmeath,August 1980,6.4340825008,0.0115034335,0.0434639161,3.5119222082
Wexford,July 2005,4.8561055305,0.7480928496,0.049165893,3.8016477975
Wexford,July 1977,7.546648966,0.7320953594,0.09395216,0.1067365504
Wexford,July 2006,3.9686598517,1.4642143853,0.0406732992,4.9418018167
Wexford,August 1985,9.6520220032,0.938985722,0.0305613799,1.6921297811
Wexford,April 2004,8.3892732908,0.8612467447,0.0718394852,1.4409199521
Wexford,September 2018,4.3345700995,1.312511938,0.0279230599,2.3134084733
Wexford,March 1971,13.4817021,0.0938983406,0.0918087248,0.1544402335
Wexford,March 2015,9.5581927201,0.536712882,0.0617330645,2.1366446055
Wexford,December 2013,9.8598200651,1.0814997098,0.0782316763,3.4774614331
Wexford,January 2010,2.3732566835,1.0613921782,0.0291838039,3.7871793217
Wexford,August 1976,4.5289356422,1.4634245746,0.0776755288,4.4665951311
Wexford,March 1997,12.2547078779,1.3601198215,0.0853395978,4.2734900083
Wexford,November 1985,10.6162164208,1.4349483791,0.0443330804,4.065660368
Wexford,November 1994,13.093800828,0.0223799238,0.0718477968,1.7426243365
Wexford,March 2015,10.4117658439,1.2712926017,0.0708825229,3.346920688
Wexford,October 1971,11.764267696,0.2430062962,0.0909110751,1.4299736141
Wexford,July 1982,4.2113566566,0.7290868214,0.074254108,4.3067453575
Wexford,January 2000,8.5958778502,1.1715810867,0.0834916214,1.6815575296
Wexford,June 2016,1.3529766278,0.5884489454,0.0380229285,3.8782196994
Wexford,September 2017,6.2307747883,0.9711028822,0.0532403072,0.1891406059
Wexford,June 2012,3.9194100155,1.3702977831,0.0073283633,3.5095128803
Wexford,February 1981,0.9231449569,0.5687299007,0.0082784571,2.68694653
Wexford,June 2006,0.6571419836,1.2091343689,0.0690826535,2.9916136804
Wexford,June 2006,0.9358972586,1.0408944184,0.0209625233,0.9824942186
Wexford,July 2011,9.9718017273,0.5681227084,0.0133835928,3.5442169918
Wexford,April 2014,12.9625102669,0.0299733269,0.092876025,4.9855021448
Wexford,March 2006,12.5183267431,0.7611657239,0.0131434206,1.422125728
Wexford,December 2000,1.4882956395,1.0214191179,0.0615074131,0.1561012867
